ID,Title,Year,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Runtime
5465,Sheikh Jackson,2017,7.0,75%,0,0,1,0,93.0
5466,What Richard Did,2012,6.3,91%,0,0,1,0,88.0
5467,Inside the Rain,2020,4.1,88%,0,0,1,0,90.0
5469,Birds Without Names,2017,6.6,100%,0,0,1,0,123.0
5470,All About Them,2015,6.3,100%,0,0,1,0,86.0
5471,Men at Work,2006,6.5,100%,0,0,1,0,30.0
5472,Terror by Night,1946,6.9,75%,0,0,1,0,60.0
5474,My Way,2012,6.9,83%,0,0,1,0,137.0
5475,Crossing Arizona,2006,8.0,100%,0,0,1,0,77.0
5476,Back to Burgundy,2017,6.9,72%,0,0,1,0,113.0
5477,The Perfect Game,2010,6.9,57%,0,0,1,0,118.0
5479,"Lovely, Still",2008,7.1,73%,0,0,1,0,92.0
5480,Ta Ra Rum Pum,2007,5.6,50%,0,0,1,0,153.0
5481,Braid,2019,5.3,87%,0,0,1,0,82.0
5482,Buzzard,2015,6.4,87%,0,0,1,0,97.0
5483,A Dark Place,2019,6.2,52%,0,0,1,0,89.0
5484,Finding Mr. Right,2013,6.4,86%,0,0,1,0,121.0
5485,The Whole Gritty City,2013,7.8,100%,0,0,1,0,89.0
5486,Estranged,2015,5.4,100%,0,0,1,0,101.0
5488,Woman Walks Ahead,2018,6.6,53%,0,0,1,0,101.0
5489,The Horse Boy,2009,7.3,75%,0,0,1,0,93.0
5490,Twice Born,2012,7.4,17%,0,0,1,0,127.0
5491,"Empathy, Inc.",2018,4.9,85%,0,0,1,0,97.0
5493,Angel and the Badman,1947,6.9,71%,0,0,1,0,100.0
5494,Bright Days Ahead,2013,6.3,87%,0,0,1,0,94.0
5495,Her Composition,2015,5.3,100%,0,0,1,0,93.0
5496,Wal-Mart: The High Cost of Low Price,2005,6.8,93%,0,0,1,0,98.0
5497,The Possession,2012,5.9,40%,0,0,1,0,92.0
5498,The Country Teacher,2008,6.9,81%,0,0,1,0,117.0
5500,The Flying Deuces,1939,6.9,83%,0,0,1,0,69.0
5501,The Divine Order,2017,7.0,83%,0,0,1,0,96.0
5502,Africa: The Serengeti,1994,7.3,100%,0,0,1,0,39.0
5503,Mia madre,2015,6.8,84%,0,0,1,0,106.0
5504,Vampire Circus,1972,6.4,80%,0,0,1,0,87.0
5505,Examined Life,2008,7.0,77%,0,0,1,0,87.0
5506,Shadow Company,2006,7.7,86%,0,0,1,0,86.0
5507,The Day of the Triffids,1962,6.2,76%,0,0,1,0,93.0
5508,Absurdistan,2008,6.8,83%,0,0,1,0,84.0
5509,The Moustache,2005,6.7,86%,0,0,1,0,87.0
5510,Entre Nos,2009,7.3,83%,0,0,1,0,90.0
5511,Cecil B. Demented,2000,6.3,53%,0,0,1,0,87.0
5512,The Red House,1947,6.8,80%,0,0,1,0,100.0
5513,Tideland,2005,6.5,31%,0,0,1,0,120.0
5514,Lost in Paris,2017,6.2,86%,0,0,1,0,83.0
5515,Species,1995,5.8,43%,0,0,1,0,108.0
5516,Manifesto,2015,6.6,76%,0,0,1,0,60.0
5517,City of the Living Dead,1980,6.3,50%,0,0,1,0,93.0
5519,Home Again,2017,5.8,32%,0,0,1,0,97.0
5520,The Samurai,2014,5.7,100%,0,0,1,0,105.0
5521,The Good Postman,2016,7.3,100%,0,0,1,0,80.0
5522,I Am Another You,2017,7.2,94%,0,0,1,0,80.0
5524,The Double Hour,2009,6.7,82%,0,0,1,0,95.0
5525,Pandemic,2016,4.4,44%,0,0,1,0,91.0
5526,Nobody's Watching,2017,6.6,89%,0,0,1,0,102.0
5527,My Name Is Emily,2016,6.6,89%,0,0,1,0,94.0
5529,Rampart,2011,5.8,74%,0,0,1,0,47.0
5530,Ping Pong,2012,7.3,95%,0,0,1,0,114.0
5531,Once I Was a Beehive,2015,6.2,75%,0,0,1,0,119.0
5532,Sister Helen,2002,7.8,92%,0,0,1,0,90.0
5533,War Don Don,2010,7.2,100%,0,0,1,0,83.0
5534,Romero,1989,7.1,78%,0,0,1,0,102.0
5535,Top Knot Detective,2017,6.3,100%,0,0,1,0,87.0
5536,Girl Asleep,2015,6.2,81%,0,0,1,0,77.0
5537,The Ninth Day,2004,7.1,78%,0,0,1,0,98.0
5538,Five Fingers for Marseilles,2018,6.1,76%,0,0,1,0,120.0
5539,Shottas,2002,6.2,19%,0,0,1,0,95.0
5540,Holy Air,2017,6.5,100%,0,0,1,0,81.0
5541,Saint Jack,1979,7.0,67%,0,0,1,0,112.0
5542,The Golden Child,1986,6.0,26%,0,0,1,0,94.0
5543,Hal,2019,6.9,90%,0,0,1,0,60.0
5544,Last Call at the Oasis,2011,7.4,81%,0,0,1,0,105.0
5545,Stella Maris,1918,6.7,86%,0,0,1,0,84.0
5546,Edge Codes.com: The Art of Motion Picture Editing,2004,6.8,100%,0,0,1,0,75.0
5548,Django,2017,6.3,61%,0,0,1,0,165.0
5549,Nancy,2018,6.2,86%,0,0,1,0,85.0
5550,Love Liza,2002,7.0,53%,0,0,1,0,90.0
5551,Kaante,2002,6.6,83%,0,0,1,0,150.0
5552,The Unloved,2009,6.8,94%,0,0,1,0,106.0
5553,The Blood Spattered Bride,1972,6.2,100%,0,0,1,0,100.0
5554,After the Fox,1966,6.5,75%,0,0,1,0,103.0
5555,The Suicide Theory,2015,6.5,79%,0,0,1,0,98.0
5556,Lady Jane,1986,7.1,50%,0,0,1,0,136.0
5557,Thirst,1979,5.8,100%,0,0,1,0,134.0
5558,Skeletons,2010,6.8,82%,0,0,1,0,94.0
5559,Joe,1970,6.8,80%,0,0,1,0,117.0
5560,Pin Cushion,2018,6.5,90%,0,0,1,0,82.0
5561,Black Sunday,1977,6.8,69%,0,0,1,0,87.0
5562,Upside Down,2012,6.4,28%,0,0,1,0,109.0
5563,Doomed! The Untold Story of Roger Corman's The Fantastic Four,2015,6.9,86%,0,0,1,0,85.0
5564,Diverge,2016,4.5,100%,0,0,1,0,85.0
5565,Baarìa,2009,6.9,55%,0,0,1,0,163.0
5566,Poor Boy's Game,2007,6.4,83%,0,0,1,0,104.0
5567,That Guy Dick Miller,2014,7.4,80%,0,0,1,0,91.0
5568,Till the Clouds Roll By,1946,6.4,100%,0,0,1,0,132.0
5569,Hyena Road,2015,6.5,55%,0,0,1,0,120.0
5570,Sukiyaki Western Django,2007,6.2,56%,0,0,1,0,121.0
5571,The Forest for the Trees,2004,7.2,77%,0,0,1,0,162.0
5572,Under the Bombs,2007,7.0,80%,0,0,1,0,98.0
5573,Hired Gun,2017,7.1,50%,0,0,1,0,98.0
5574,Mary Goes Round,2018,6.8,89%,0,0,1,0,84.0
5575,Food Chains,2014,7.2,91%,0,0,1,0,83.0
5576,Planet of the Vampires,1965,6.3,73%,0,0,1,0,88.0
5578,One Week and a Day,2016,6.7,90%,0,0,1,0,98.0
5579,This Is Where We Live,2013,7.7,88%,0,0,1,0,92.0
5580,The Mechanic,1972,6.9,33%,0,0,1,0,93.0
5581,The Front Page,1931,6.7,92%,0,0,1,0,101.0
5582,Salute,2008,7.6,100%,0,0,1,0,84.0
5583,Wolf Creek 2,2013,6.1,49%,0,0,1,0,106.0
5584,Computer Chess,2013,6.3,88%,0,0,1,0,92.0
5585,Transpecos,2016,5.8,91%,0,0,1,0,86.0
5586,Winter Brothers,2017,6.5,91%,0,0,1,0,94.0
5587,Dalida,2016,6.9,40%,0,0,1,0,127.0
5588,Catch Me Daddy,2015,6.3,92%,0,0,1,0,112.0
5589,Bharat Ane Nenu,2018,7.7,100%,0,0,1,0,173.0
5590,Adore,2013,6.2,34%,0,0,1,0,112.0
5591,A Syrian Love Story,2015,7.0,92%,0,0,1,0,76.0
5592,Nicholas and Alexandra,1971,7.2,67%,0,0,1,0,183.0
5593,LBJ,2017,6.5,57%,0,0,1,0,98.0
5594,Freestyle: The Art of Rhyme,2000,7.6,89%,0,0,1,0,60.0
5595,Dolemite,1975,5.8,64%,0,0,1,0,118.0
5597,Embers,2015,5.4,86%,0,0,1,0,204.0
5598,People's Republic of Desire,2018,6.8,97%,0,0,1,0,95.0
5599,Witnesses,2003,6.8,90%,0,0,1,0,52.0
5600,The Sisterhood of Night,2015,6.2,80%,0,0,1,0,104.0
5601,Not Suitable For Children,2012,5.8,88%,0,0,1,0,97.0
5602,Father's Day,2011,6.0,80%,0,0,1,0,120.0
5603,Sex & Drugs & Rock & Roll,2010,6.6,73%,0,0,1,0,21.0
5605,Storm,2009,6.9,82%,0,0,1,0,140.0
5606,Tiger Orange,2014,6.6,100%,0,0,1,0,75.0
5609,Duckweed,2017,6.4,83%,0,0,1,0,102.0
5610,Gabriel,2014,6.4,84%,0,0,1,0,114.0
5611,The Dentist,1932,6.8,100%,0,0,1,0,92.0
5612,Head Games,2012,7.3,88%,0,0,1,0,80.0
5613,Churchill,2017,6.2,49%,0,0,1,0,105.0
5614,Garbo: The Spy,2009,7.2,86%,0,0,1,0,88.0
5615,Ju Dou,1990,7.7,100%,0,0,1,0,95.0
5616,Newton,2017,7.7,91%,0,0,1,0,106.0
5617,The Foot Fist Way,2006,6.3,54%,0,0,1,0,85.0
5618,The Dark Valley,2014,7.1,40%,0,0,1,0,115.0
5619,Our Time Will Come,2017,6.4,94%,0,0,1,0,130.0
5620,Shock Wave,2017,6.3,75%,0,0,1,0,119.0
5621,Final Score,2018,5.7,70%,0,0,1,0,104.0
5622,Pet,2016,5.7,56%,0,0,1,0,94.0
5624,Pathology,2008,6.0,45%,0,0,1,0,95.0
5625,Shooting Fish,1997,6.6,57%,0,0,1,0,109.0
5626,Parkland,2013,6.3,50%,0,0,1,0,93.0
5628,Trash Dance,2012,7.5,100%,0,0,1,0,68.0
5629,A Man of No Importance,1994,6.7,86%,0,0,1,0,99.0
5630,Hideous Kinky,1998,6.0,65%,0,0,1,0,98.0
5631,The Levelling,2017,6.4,94%,0,0,1,0,83.0
5632,Don't Kill It,2016,5.2,92%,0,0,1,0,83.0
5633,Some Guy Who Kills People,2011,6.4,80%,0,0,1,0,97.0
5634,Good Dick,2008,6.4,50%,0,0,1,0,86.0
5635,A Monster with a Thousand Heads,2016,6.5,90%,0,0,1,0,74.0
5636,Murder!,1930,6.4,88%,0,0,1,0,104.0
5637,The Keeping Room,2014,6.0,75%,0,0,1,0,95.0
5638,Pop Aye,2017,6.6,91%,0,0,1,0,104.0
5639,Bedrooms and Hallways,1998,6.6,69%,0,0,1,0,92.0
5640,"Hale County This Morning, This Evening",2018,6.3,97%,0,0,1,0,76.0
5641,Obey,2018,5.4,100%,0,0,1,0,96.0
5642,100 Bloody Acres,2012,6.0,79%,0,0,1,0,91.0
5644,B.B. King: The Life of Riley,2012,7.4,86%,0,0,1,0,123.0
5645,Chasing the Dragon,2017,6.8,50%,0,0,1,0,128.0
5646,Francofonia,2015,6.6,87%,0,0,1,0,88.0
5647,Madeline's Madeline,2018,6.4,88%,0,0,1,0,93.0
5648,Zarafa,2012,7.0,75%,0,0,1,0,78.0
5649,Goya's Ghosts,2006,6.9,30%,0,0,1,0,113.0
5650,Yu-Gi-Oh!: The Dark Side of Dimensions,2016,7.0,40%,0,0,1,0,130.0
5651,The Poker House,2008,6.4,57%,0,0,1,0,93.0
5652,Wonder Wheel,2017,6.2,32%,0,0,1,0,101.0
5653,Uzumasa Limelight,2014,6.0,90%,0,0,1,0,103.0
5654,Fugitive Pieces,2007,7.0,68%,0,0,1,0,104.0
5655,Sister My Sister,1994,6.6,63%,0,0,1,0,89.0
5656,All This Panic,2017,6.8,94%,0,0,1,0,79.0
5657,De-Lovely,2004,6.6,48%,0,0,1,0,125.0
5658,Will Ferrell: You're Welcome America - A Final Night with George W. Bush,2009,7.1,60%,0,0,1,0,115.0
5659,Scaffolding,2018,6.8,82%,0,0,1,0,90.0
5660,Afternoon Delight,2013,5.7,67%,0,0,1,0,98.0
5661,Author: The JT LeRoy Story,2016,7.1,78%,0,0,1,0,110.0
5662,Time Regained,1999,6.7,70%,0,0,1,0,169.0
5663,My Favorite Brunette,1947,6.8,71%,0,0,1,0,87.0
5664,Gringo,2018,6.1,40%,0,0,1,0,111.0
5665,The Last Movie Star,2018,6.9,54%,0,0,1,0,94.0
5666,Cuban Fury,2014,6.2,54%,0,0,1,0,98.0
5667,Body Bags,1993,6.1,67%,0,0,1,0,91.0
5668,Trench 11,2017,5.3,92%,0,0,1,0,90.0
5669,Gone in 60 Seconds,1974,6.5,43%,0,0,1,0,118.0
5670,Super High Me,2007,6.1,63%,0,0,1,0,94.0
5671,1:54,2016,6.6,57%,0,0,1,0,106.0
5672,Barbershop 2: Back in Business,2004,5.7,68%,0,0,1,0,106.0
5673,Noble,2014,6.8,82%,0,0,1,0,100.0
5674,The Greatest Story Ever Told,1965,6.6,41%,0,0,1,0,260.0
5675,Downriver,2015,6.2,90%,0,0,1,0,99.0
5676,Southwest of Salem: The Story of the San Antonio Four,2016,7.1,100%,0,0,1,0,91.0
5677,Let Her Out,2016,4.4,89%,0,0,1,0,89.0
5678,TransFatty Lives,2015,8.0,88%,0,0,1,0,83.0
5679,The Summit,2012,6.9,64%,0,0,1,0,95.0
5680,Animals,2014,6.3,85%,0,0,1,0,109.0
5681,Hello Destroyer,2016,6.2,100%,0,0,1,0,110.0
5683,Ashby,2015,6.4,52%,0,0,1,0,100.0
5684,The Bigamist,1953,6.8,88%,0,0,1,0,80.0
5685,Madeinusa,2006,6.8,83%,0,0,1,0,100.0
5686,G-Dog,2012,6.8,100%,0,0,1,0,61.0
5687,Sons of Perdition,2010,6.9,83%,0,0,1,0,85.0
5688,Northern Soul,2014,6.4,76%,0,0,1,0,102.0
5689,Astraea,2015,6.6,100%,0,0,1,0,95.0
5690,Moll Flanders,1996,6.5,43%,0,0,1,0,123.0
5691,"New York, I Love You",2008,6.2,37%,0,0,1,0,103.0
5692,Almost Sunrise,2017,7.6,90%,0,0,1,0,98.0
5693,Undertow,2004,6.6,55%,0,0,1,0,71.0
5694,Left On Purpose,2015,7.3,88%,0,0,1,0,85.0
5695,Thoda Pyaar Thoda Magic,2008,4.9,88%,0,0,1,0,145.0
5696,Four Sheets to the Wind,2007,6.3,100%,0,0,1,0,81.0
5697,Our Nixon,2013,6.7,91%,0,0,1,0,84.0
5698,Life of a King,2013,6.9,43%,0,0,1,0,100.0
5699,Free and Easy,2017,6.3,100%,0,0,1,0,77.0
5700,Sordid Lives,2000,6.8,37%,0,0,1,0,111.0
5701,Something Like Happiness,2005,7.1,78%,0,0,1,0,102.0
5702,Paint Your Wagon,1969,6.6,27%,0,0,1,0,164.0
5703,Toomelah,2011,6.1,100%,0,0,1,0,106.0
5704,Future Shock! The Story of 2000AD,2014,7.2,82%,0,0,1,0,110.0
5705,Boston,2017,7.5,100%,0,0,1,0,133.0
5706,Radiant City,2007,7.0,94%,0,0,1,0,93.0
5707,Winter Kills,1979,6.1,88%,0,0,1,0,97.0
5708,Living in the Future's Past,2018,6.5,83%,0,0,1,0,100.0
5709,Fear and Desire,1953,5.5,80%,0,0,1,0,62.0
5710,Essential Killing,2010,6.1,77%,0,0,1,0,83.0
5711,Honor Flight,2012,8.4,80%,0,0,1,0,82.0
5712,40 Years in the Making: The Magic Music Movie,2018,6.9,100%,0,0,1,0,99.0
5714,Becoming Cary Grant,2017,6.6,86%,0,0,1,0,85.0
5715,Sex and Broadcasting,2014,6.7,100%,0,0,1,0,76.0
5716,Indestructible,2007,7.7,100%,0,0,1,0,110.0
5717,Tai Chi Zero,2012,6.1,60%,0,0,1,0,98.0
5718,Howl,2015,5.4,67%,0,0,1,0,92.0
5719,Creation,2009,6.7,46%,0,0,1,0,108.0
5721,The Visual Bible: The Gospel of John,2003,7.7,37%,0,0,1,0,180.0
5722,Cardinals,2017,5.5,83%,0,0,1,0,84.0
5724,This Is Martin Bonner,2013,6.5,93%,0,0,1,0,83.0
5725,We are Twisted Fucking Sister!,2016,7.1,80%,0,0,1,0,135.0
5726,Free In Deed,2015,6.5,100%,0,0,1,0,100.0
5727,Death Rides a Horse,1967,7.1,40%,0,0,1,0,120.0
5728,Q,1982,6.0,69%,0,0,1,0,103.0
5729,Nicky's Family,2011,7.9,64%,0,0,1,0,96.0
5730,A Picture of You,2014,6.3,100%,0,0,1,0,83.0
5733,Night of the Demons,1988,6.2,40%,0,0,1,0,90.0
5734,Night Hunter,2019,5.9,14%,0,0,1,0,98.0
5735,Boy Wonder,2010,6.8,50%,0,0,1,0,93.0
5736,Blue Chips,1994,6.2,37%,0,0,1,0,108.0
5737,The Horseman,2008,6.5,59%,0,0,1,0,90.0
5738,Jack Frost,1979,7.0,57%,0,0,1,0,105.0
5739,Thousand Pieces of Gold,1991,6.9,91%,0,0,1,0,105.0
5740,"Pink Ribbons, Inc.",2011,7.2,89%,0,0,1,0,97.0
5741,True North,2006,6.9,80%,0,0,1,0,89.0
5742,Ganja & Hess,1973,6.2,86%,0,0,1,0,110.0
5743,Tropicália,2012,7.3,80%,0,0,1,0,87.0
5744,Sun Ra: A Joyful Noise,1980,7.3,100%,0,0,1,0,60.0
5745,Point and Shoot,2014,6.8,72%,0,0,1,0,83.0
5746,Sold,2016,6.8,56%,0,0,1,0,94.0
5747,The Rage in Placid Lake,2003,6.9,56%,0,0,1,0,89.0
5748,Imitation Girl,2017,4.9,100%,0,0,1,0,84.0
5750,Interview,2007,6.8,58%,0,0,1,0,105.0
5751,The Midnight Swim,2015,5.2,86%,0,0,1,0,84.0
5752,The Nightmare,2015,5.8,67%,0,0,1,0,91.0
5753,Kites,2010,6.1,72%,0,0,1,0,123.0
5754,The Legend of Rita,2000,6.9,80%,0,0,1,0,103.0
5755,Sunshine State,2002,6.7,80%,0,0,1,0,141.0
5757,The Good Neighbor,2016,6.3,29%,0,0,1,0,98.0
5758,Hot House,2007,7.3,100%,0,0,1,0,90.0
5760,Pandora's Promise,2013,7.4,64%,0,0,1,0,87.0
5761,Shadows in the Sun,2005,6.7,43%,0,0,1,0,100.0
5762,Pataakha,2018,7.2,50%,0,0,1,0,134.0
5763,Mr. Nice,2010,6.4,53%,0,0,1,0,121.0
5764,Willow Creek,2013,5.1,81%,0,0,1,0,80.0
5766,Gulliver's Travels,1939,6.7,67%,0,0,1,0,85.0
5767,Tales from the Script,2009,7.1,75%,0,0,1,0,105.0
5768,Bride of Re-Animator,1990,6.3,44%,0,0,1,0,96.0
5769,The Church,1989,6.2,64%,0,0,1,0,102.0
5770,1492: Conquest of Paradise,1992,6.5,32%,0,0,1,0,154.0
5771,The 51st State,2001,6.3,26%,0,0,1,0,93.0
5772,Urbania,2000,6.8,72%,0,0,1,0,103.0
5774,I Am Belfast,2016,6.6,100%,0,0,1,0,84.0
5775,Love & Saucers,2017,7.4,82%,0,0,1,0,67.0
5776,Sirens,1994,5.8,74%,0,0,1,0,98.0
5777,Forgiving Dr. Mengele,2006,6.9,91%,0,0,1,0,82.0
5778,Eating Out 2: Sloppy Seconds,2006,6.2,44%,0,0,1,0,79.0
5779,The Second Time Around,2016,6.6,82%,0,0,1,0,99.0
5780,The Heart is Deceitful Above All Things,2004,6.4,41%,0,0,1,0,98.0
5781,Goin' South,1978,6.2,71%,0,0,1,0,105.0
5782,Support Your Local Gunfighter,1971,6.9,62%,0,0,1,0,91.0
5783,Double Happiness,1994,7.0,73%,0,0,1,0,87.0
5784,Before I Disappear,2014,7.2,37%,0,0,1,0,93.0
5785,Chisholm '72: Unbought & Unbossed,2004,7.3,86%,0,0,1,0,76.0
5786,The Immaculate Conception of Little Dizzle,2010,6.2,89%,0,0,1,0,104.0
5788,Jallikattu,2019,7.7,93%,0,0,1,0,95.0
5789,GirlHouse,2014,5.5,73%,0,0,1,0,99.0
5790,Captain Kidd,1945,6.4,100%,0,0,1,0,90.0
5791,Campfire,2004,6.9,88%,0,0,1,0,96.0
5792,"Wild Horse, Wild Ride",2012,7.6,81%,0,0,1,0,106.0
5793,The Patsy,1964,6.3,82%,0,0,1,0,101.0
5794,Wake Wood,2011,5.5,80%,0,0,1,0,90.0
5795,Bodysong,2003,6.9,80%,0,0,1,0,83.0
5796,The Crescent,2018,4.9,75%,0,0,1,0,99.0
5797,Flying Swords of Dragon Gate,2011,6.0,68%,0,0,1,0,122.0
5799,For Those in Peril,2013,6.4,88%,0,0,1,0,92.0
5800,The Greasy Strangler,2016,5.7,63%,0,0,1,0,93.0
5801,The Competition,1980,6.6,71%,0,0,1,0,123.0
5802,Our Daily Bread,1934,7.1,85%,0,0,1,0,77.0
5805,True Confessions,1981,6.3,69%,0,0,1,0,108.0
5806,Siddharth,2013,7.3,90%,0,0,1,0,96.0
5807,Paper Man,2009,6.6,32%,0,0,1,0,110.0
5808,The Academy of Muses,2015,6.8,86%,0,0,1,0,92.0
5809,Women Who Kill,2016,5.4,100%,0,0,1,0,93.0
5810,The Personals,1998,7.1,83%,0,0,1,0,104.0
5811,Psychomania,1973,5.8,83%,0,0,1,0,85.0
5812,Beautiful Darling,2010,7.3,77%,0,0,1,0,85.0
5813,Double Impact,1991,5.6,35%,0,0,1,0,110.0
5814,The Stone Roses: Made of Stone,2013,7.3,76%,0,0,1,0,97.0
5815,Bloodsucking Bastards,2015,5.7,67%,0,0,1,0,86.0
5816,Let the Corpses Tan,2017,6.2,75%,0,0,1,0,92.0
5817,Freedom,2009,7.3,75%,0,0,1,0,94.0
5820,Dil Bole Hadippa!,2009,4.5,63%,0,0,1,0,148.0
5821,Creepshow 2,1987,6.1,32%,0,0,1,0,92.0
5822,Lake Tahoe,2008,6.7,83%,0,0,1,0,89.0
5823,Gary Numan: Android In La La Land,2016,6.9,79%,0,0,1,0,85.0
5824,Louisiana Story,1948,6.7,80%,0,0,1,0,78.0
5825,Fists of Legend,2013,6.8,71%,0,0,1,0,154.0
5826,11 Flowers,2012,7.1,85%,0,0,1,0,110.0
5827,The Loveless,1981,6.1,80%,0,0,1,0,82.0
5829,Life,2015,6.1,65%,0,0,1,0,104.0
5830,Flying Tigers,1942,6.8,67%,0,0,1,0,102.0
5831,We Are Mari Pepa,2013,7.0,89%,0,0,1,0,100.0
5832,The Road Movie,2017,6.4,87%,0,0,1,0,67.0
5833,The Souvenir,2019,6.5,90%,0,0,1,0,120.0
5834,Felix and Meira,2015,6.7,78%,0,0,1,0,105.0
5835,Saving Brinton,2017,7.7,92%,0,0,1,0,90.0
5836,Five Corners,1987,6.2,78%,0,0,1,0,90.0
5837,Alexandra's Project,2003,6.5,53%,0,0,1,0,103.0
5838,What Still Remains,2018,4.7,90%,0,0,1,0,92.0
5839,The Cat's Meow,2001,6.3,75%,0,0,1,0,114.0
5840,Who's Watching Oliver,2018,5.1,86%,0,0,1,0,87.0
5841,The Leading Man,1996,5.7,69%,0,0,1,0,100.0
5843,The Berlin File,2013,6.6,38%,0,0,1,0,120.0
5844,La Camioneta: The Journey of One American School Bus,2012,6.7,100%,0,0,1,0,71.0
5845,Wind,1992,6.4,50%,0,0,1,0,126.0
5846,The Dying of the Light,2015,7.2,100%,0,0,1,0,94.0
5847,Sun Choke,2015,5.6,88%,0,0,1,0,83.0
5848,The Icarus Line Must Die,2017,6.2,100%,0,0,1,0,83.0
5851,Giuseppe Makes a Movie,2014,7.8,100%,0,0,1,0,82.0
5852,Sarah Silverman: We Are Miracles,2013,6.6,80%,0,0,1,0,53.0
5855,Falcon Rising,2014,5.8,43%,0,0,1,0,103.0
5856,Bridgend,2015,5.5,85%,0,0,1,0,95.0
5857,From Time to Time,2010,6.7,43%,0,0,1,0,92.0
5858,A Screaming Man,2010,6.7,88%,0,0,1,0,92.0
5859,The Portrait of a Lady,1996,6.2,45%,0,0,1,0,144.0
5860,Deepsea Challenge,2014,6.8,67%,0,0,1,0,91.0
5861,The Joyless Street,1925,7.2,75%,0,0,1,0,125.0
5862,Dangerous Liaisons,2012,5.9,68%,0,0,1,0,119.0
5863,Very Semi-Serious,2015,7.3,88%,0,0,1,0,83.0
5864,Witness Protection,1999,6.2,60%,0,0,1,0,105.0
5865,The Man from Earth: Holocene,2017,5.3,50%,0,0,1,0,98.0
5866,Blue Hawaii,1961,6.1,29%,0,0,1,0,102.0
5867,For Ahkeem,2017,6.5,96%,0,0,1,0,90.0
5868,Late Phases,2014,6.0,63%,0,0,1,0,95.0
5869,Pu-239,2006,6.9,57%,0,0,1,0,97.0
5870,Our Town,1940,6.6,86%,0,0,1,0,90.0
5871,A Red Bear,2002,7.2,60%,0,0,1,0,185.0
5872,Phantom Detective,2016,6.3,83%,0,0,1,0,126.0
5874,The Last Time I Saw Paris,1954,6.2,88%,0,0,1,0,116.0
5875,Don't Talk to Irene,2017,6.2,75%,0,0,1,0,90.0
5876,A Bad Idea Gone Wrong,2017,5.8,80%,0,0,1,0,85.0
5877,Bottom of the 9th,2019,5.5,69%,0,0,1,0,111.0
5878,Stop-Loss,2008,6.4,65%,0,0,1,0,112.0
5879,Different for Girls,1996,6.9,48%,0,0,1,0,97.0
5880,Absolutely Anything,2015,6.0,18%,0,0,1,0,85.0
5881,Suture,1993,6.6,69%,0,0,1,0,96.0
5882,Summer '03,2018,5.4,61%,0,0,1,0,95.0
5883,Chopping Mall,1986,5.6,56%,0,0,1,0,77.0
5884,Without Name,2017,5.3,81%,0,0,1,0,96.0
5886,Felony,2014,6.1,70%,0,0,1,0,105.0
5887,Elián,2017,6.8,100%,0,0,1,0,108.0
5888,The Price We Pay,2014,7.3,89%,0,0,1,0,93.0
5889,Bad Blood: The Movie,2017,4.2,100%,0,0,1,0,80.0
5890,Red Lights,2012,6.2,30%,0,0,1,0,114.0
5891,Calling All Earthlings,2018,6.8,67%,0,0,1,0,74.0
5892,Test,2013,6.5,81%,0,0,1,0,101.0
5893,Jungle Book,1942,6.7,57%,0,0,1,0,104.0
5894,Twilight,1998,6.2,60%,0,0,1,0,122.0
5895,Bravetown,2015,6.2,25%,0,0,1,0,112.0
5896,The Creeping Flesh,1973,6.3,80%,0,0,1,0,92.0
5897,Derailroaded,2005,7.4,82%,0,0,1,0,86.0
5898,The Alibi,2006,6.4,57%,0,0,1,0,90.0
5899,Infinity Baby,2017,6.2,80%,0,0,1,0,80.0
5901,The Journey,2017,6.6,69%,0,0,1,0,94.0
5902,Gogol Bordello Non-Stop,2009,7.6,88%,0,0,1,0,90.0
5903,Bad Milo,2013,5.6,62%,0,0,1,0,85.0
5904,Feast of Love,2007,6.6,39%,0,0,1,0,97.0
5905,Under the Gun,2016,5.5,100%,0,0,1,0,86.0
5907,Parked,2010,6.7,64%,0,0,1,0,94.0
5908,The Chinese Mayor,2015,7.7,80%,0,0,1,0,89.0
5909,Blackbird,2012,7.1,57%,0,0,1,0,116.0
5910,Santoalla,2016,6.9,85%,0,0,1,0,83.0
5911,Bhoothnath,2008,6.3,60%,0,0,1,0,150.0
5912,No Tears for the Dead,2014,6.8,33%,0,0,1,0,116.0
5913,Humanoids from the Deep,1980,5.7,56%,0,0,1,0,80.0
5914,Lazy Eye,2016,6.2,67%,0,0,1,0,87.0
5915,The Color Wheel,2011,6.6,78%,0,0,1,0,83.0
5916,The Wait,2015,6.6,70%,0,0,1,0,100.0
5917,Circo,2011,7.1,92%,0,0,1,0,55.0
5918,Bang Gang (A Modern Love Story),2015,5.5,67%,0,0,1,0,98.0
5920,Ae Dil Hai Mushkil,2016,5.8,50%,0,0,1,0,158.0
5923,Zero Charisma,2013,6.2,76%,0,0,1,0,86.0
5924,Coldwater,2013,6.4,62%,0,0,1,0,104.0
5925,Letters to God,2010,6.3,27%,0,0,1,0,110.0
5926,Keep the Aspidistra Flying,1997,6.3,83%,0,0,1,0,101.0
5927,Rosenstrasse,2003,6.7,55%,0,0,1,0,136.0
5928,A Turtle's Tale: Sammy's Adventures,2010,6.1,44%,0,0,1,0,88.0
5929,Peterloo,2018,6.5,66%,0,0,1,0,154.0
